utc,local,celsius
2017-12-14T11:17:43+00:00,2017-12-14T12:17:43+01:00,16.59
2017-12-14T11:32:43+00:00,2017-12-14T12:32:43+01:00,16.54
2017-12-14T11:47:43+00:00,2017-12-14T12:47:43+01:00,16.47
2017-12-14T12:02:43+00:00,2017-12-14T13:02:43+01:00,16.33
2017-12-14T12:17:44+00:00,2017-12-14T13:17:44+01:00,16.33
2017-12-14T12:32:44+00:00,2017-12-14T13:32:44+01:00,16.27
2017-12-14T12:47:45+00:00,2017-12-14T13:47:45+01:00,16.2
2017-12-14T13:02:45+00:00,2017-12-14T14:02:45+01:00,16.06
2017-12-14T13:17:46+00:00,2017-12-14T14:17:46+01:00,16.06
2017-12-14T13:32:46+00:00,2017-12-14T14:32:46+01:00,16.01
2017-12-14T13:47:46+00:00,2017-12-14T14:47:46+01:00,15.94
2017-12-14T14:02:46+00:00,2017-12-14T15:02:46+01:00,15.94
2017-12-14T14:17:46+00:00,2017-12-14T15:17:46+01:00,16.06
2017-12-14T14:32:46+00:00,2017-12-14T15:32:46+01:00,16.27
2017-12-14T14:47:46+00:00,2017-12-14T15:47:46+01:00,16.47
2017-12-14T15:02:46+00:00,2017-12-14T16:02:46+01:00,16.66
2017-12-14T15:17:46+00:00,2017-12-14T16:17:46+01:00,16.79
2017-12-14T15:32:46+00:00,2017-12-14T16:32:46+01:00,16.93
2017-12-14T15:47:46+00:00,2017-12-14T16:47:46+01:00,17.06
2017-12-14T16:02:47+00:00,2017-12-14T17:02:47+01:00,17.18
2017-12-14T16:17:48+00:00,2017-12-14T17:17:48+01:00,17.32
2017-12-14T16:32:48+00:00,2017-12-14T17:32:48+01:00,17.32
2017-12-14T16:47:49+00:00,2017-12-14T17:47:49+01:00,17.32
2017-12-14T17:02:49+00:00,2017-12-14T18:02:49+01:00,17.25
2017-12-14T17:17:49+00:00,2017-12-14T18:17:49+01:00,17.32
2017-12-14T17:32:50+00:00,2017-12-14T18:32:50+01:00,17.58
2017-12-14T17:47:50+00:00,2017-12-14T18:47:50+01:00,17.97
2017-12-14T18:02:51+00:00,2017-12-14T19:02:51+01:00,18.28
2017-12-14T18:17:51+00:00,2017-12-14T19:17:51+01:00,18.55
2017-12-14T18:32:51+00:00,2017-12-14T19:32:51+01:00,18.86
2017-12-14T18:47:52+00:00,2017-12-14T19:47:52+01:00,19.19
2017-12-14T19:02:52+00:00,2017-12-14T20:02:52+01:00,19.37
2017-12-14T19:17:52+00:00,2017-12-14T20:17:52+01:00,19.37
2017-12-14T19:32:53+00:00,2017-12-14T20:32:53+01:00,19.37
2017-12-14T19:47:53+00:00,2017-12-14T20:47:53+01:00,19.37
2017-12-14T20:02:54+00:00,2017-12-14T21:02:54+01:00,19.44
2017-12-14T20:17:54+00:00,2017-12-14T21:17:54+01:00,19.5
2017-12-14T20:32:54+00:00,2017-12-14T21:32:54+01:00,19.5
2017-12-14T20:47:54+00:00,2017-12-14T21:47:54+01:00,19.5
2017-12-14T21:02:54+00:00,2017-12-14T22:02:54+01:00,19.5
2017-12-14T21:17:54+00:00,2017-12-14T22:17:54+01:00,19.57
2017-12-14T21:32:54+00:00,2017-12-14T22:32:54+01:00,19.63
2017-12-14T21:47:54+00:00,2017-12-14T22:47:54+01:00,19.63
2017-12-14T22:02:54+00:00,2017-12-14T23:02:54+01:00,19.63
2017-12-14T22:17:54+00:00,2017-12-14T23:17:54+01:00,19.63
2017-12-14T22:32:54+00:00,2017-12-14T23:32:54+01:00,19.63
2017-12-14T22:47:54+00:00,2017-12-14T23:47:54+01:00,19.63
2017-12-14T23:02:54+00:00,2017-12-15T00:02:54+01:00,19.63
2017-12-14T23:17:54+00:00,2017-12-15T00:17:54+01:00,19.63
2017-12-14T23:32:54+00:00,2017-12-15T00:32:54+01:00,19.63
2017-12-14T23:47:54+00:00,2017-12-15T00:47:54+01:00,19.63
2017-12-15T00:02:54+00:00,2017-12-15T01:02:54+01:00,19.63
2017-12-15T00:17:54+00:00,2017-12-15T01:17:54+01:00,19.63
2017-12-15T00:32:54+00:00,2017-12-15T01:32:54+01:00,19.5
2017-12-15T00:47:54+00:00,2017-12-15T01:47:54+01:00,19.37
2017-12-15T01:02:54+00:00,2017-12-15T02:02:54+01:00,19.25
2017-12-15T01:17:55+00:00,2017-12-15T02:17:55+01:00,19.12
2017-12-15T01:32:56+00:00,2017-12-15T02:32:56+01:00,18.93
2017-12-15T01:47:56+00:00,2017-12-15T02:47:56+01:00,18.8
2017-12-15T02:02:56+00:00,2017-12-15T03:02:56+01:00,18.68
2017-12-15T02:17:56+00:00,2017-12-15T03:17:56+01:00,18.55
2017-12-15T02:32:56+00:00,2017-12-15T03:32:56+01:00,18.42
2017-12-15T02:47:57+00:00,2017-12-15T03:47:57+01:00,18.28
2017-12-15T03:02:57+00:00,2017-12-15T04:02:57+01:00,18.17
2017-12-15T03:17:57+00:00,2017-12-15T04:17:57+01:00,18.1
2017-12-15T03:32:57+00:00,2017-12-15T04:32:57+01:00,17.97
2017-12-15T03:47:57+00:00,2017-12-15T04:47:57+01:00,17.9
2017-12-15T04:02:57+00:00,2017-12-15T05:02:57+01:00,17.77
2017-12-15T04:17:57+00:00,2017-12-15T05:17:57+01:00,17.7
2017-12-15T04:32:57+00:00,2017-12-15T05:32:57+01:00,17.58
2017-12-15T04:47:58+00:00,2017-12-15T05:47:58+01:00,17.52
2017-12-15T05:02:58+00:00,2017-12-15T06:02:58+01:00,17.38
2017-12-15T05:17:58+00:00,2017-12-15T06:17:58+01:00,17.38
2017-12-15T05:32:58+00:00,2017-12-15T06:32:58+01:00,17.25
2017-12-15T05:47:58+00:00,2017-12-15T06:47:58+01:00,17.18
2017-12-15T05:50:26+00:00,2017-12-15T06:50:26+01:00,17.18
2017-12-15T06:02:58+00:00,2017-12-15T07:02:58+01:00,17.13
2017-12-15T06:17:58+00:00,2017-12-15T07:17:58+01:00,17.0
2017-12-15T06:32:58+00:00,2017-12-15T07:32:58+01:00,17.0
2017-12-15T06:47:59+00:00,2017-12-15T07:47:59+01:00,17.06
2017-12-15T07:02:59+00:00,2017-12-15T08:02:59+01:00,17.32
2017-12-15T07:17:59+00:00,2017-12-15T08:17:59+01:00,17.65
2017-12-15T07:32:59+00:00,2017-12-15T08:32:59+01:00,17.77
2017-12-15T07:48:00+00:00,2017-12-15T08:48:00+01:00,17.9
2017-12-15T08:03:00+00:00,2017-12-15T09:03:00+01:00,17.97
2017-12-15T08:18:00+00:00,2017-12-15T09:18:00+01:00,18.1
2017-12-15T08:33:00+00:00,2017-12-15T09:33:00+01:00,18.17
2017-12-15T08:48:01+00:00,2017-12-15T09:48:01+01:00,18.17
2017-12-15T09:03:01+00:00,2017-12-15T10:03:01+01:00,18.1
2017-12-15T09:18:01+00:00,2017-12-15T10:18:01+01:00,18.03
2017-12-15T09:33:01+00:00,2017-12-15T10:33:01+01:00,17.97
2017-12-15T09:48:01+00:00,2017-12-15T10:48:01+01:00,17.84
2017-12-15T10:03:01+00:00,2017-12-15T11:03:01+01:00,17.77
2017-12-15T10:18:01+00:00,2017-12-15T11:18:01+01:00,17.65
2017-12-15T10:33:02+00:00,2017-12-15T11:33:02+01:00,17.52
2017-12-15T10:48:03+00:00,2017-12-15T11:48:03+01:00,17.45
2017-12-15T11:03:03+00:00,2017-12-15T12:03:03+01:00,17.32
2017-12-15T11:18:03+00:00,2017-12-15T12:18:03+01:00,17.25
2017-12-15T11:33:04+00:00,2017-12-15T12:33:04+01:00,17.18
2017-12-15T11:48:04+00:00,2017-12-15T12:48:04+01:00,17.06
2017-12-15T12:03:04+00:00,2017-12-15T13:03:04+01:00,17.0
2017-12-15T12:18:04+00:00,2017-12-15T13:18:04+01:00,16.93
2017-12-15T12:33:04+00:00,2017-12-15T13:33:04+01:00,16.79
2017-12-15T12:48:04+00:00,2017-12-15T13:48:04+01:00,16.72
2017-12-15T13:03:04+00:00,2017-12-15T14:03:04+01:00,16.59
2017-12-15T13:18:04+00:00,2017-12-15T14:18:04+01:00,16.59
2017-12-15T13:33:04+00:00,2017-12-15T14:33:04+01:00,16.54
2017-12-15T13:48:04+00:00,2017-12-15T14:48:04+01:00,16.47
2017-12-15T14:03:04+00:00,2017-12-15T15:03:04+01:00,16.33
2017-12-15T14:18:04+00:00,2017-12-15T15:18:04+01:00,16.27
2017-12-15T14:33:04+00:00,2017-12-15T15:33:04+01:00,16.2
2017-12-15T14:48:04+00:00,2017-12-15T15:48:04+01:00,16.13
2017-12-15T15:03:04+00:00,2017-12-15T16:03:04+01:00,16.06
2017-12-15T15:18:04+00:00,2017-12-15T16:18:04+01:00,16.13
2017-12-15T15:33:05+00:00,2017-12-15T16:33:05+01:00,16.33
2017-12-15T15:48:06+00:00,2017-12-15T16:48:06+01:00,16.59
2017-12-15T16:03:06+00:00,2017-12-15T17:03:06+01:00,16.72
2017-12-15T16:18:06+00:00,2017-12-15T17:18:06+01:00,16.93
2017-12-15T16:33:06+00:00,2017-12-15T17:33:06+01:00,17.06
2017-12-15T16:48:06+00:00,2017-12-15T17:48:06+01:00,17.18
2017-12-15T17:03:06+00:00,2017-12-15T18:03:06+01:00,17.25
2017-12-15T17:18:06+00:00,2017-12-15T18:18:06+01:00,17.38
2017-12-15T17:33:06+00:00,2017-12-15T18:33:06+01:00,17.52
2017-12-15T17:48:06+00:00,2017-12-15T18:48:06+01:00,17.58
2017-12-15T18:03:05+00:00,2017-12-15T19:03:05+01:00,17.7
2017-12-15T18:18:05+00:00,2017-12-15T19:18:05+01:00,17.77
2017-12-15T18:33:05+00:00,2017-12-15T19:33:05+01:00,17.9
2017-12-15T18:48:01+00:00,2017-12-15T19:48:01+01:00,17.97
2017-12-15T19:03:01+00:00,2017-12-15T20:03:01+01:00,18.17
2017-12-15T19:18:01+00:00,2017-12-15T20:18:01+01:00,18.35
2017-12-15T19:33:02+00:00,2017-12-15T20:33:02+01:00,18.42
2017-12-15T19:48:03+00:00,2017-12-15T20:48:03+01:00,18.55
2017-12-15T20:03:03+00:00,2017-12-15T21:03:03+01:00,18.68
2017-12-15T20:18:03+00:00,2017-12-15T21:18:03+01:00,18.8
2017-12-15T20:33:04+00:00,2017-12-15T21:33:04+01:00,18.86
2017-12-15T20:48:04+00:00,2017-12-15T21:48:04+01:00,18.93
2017-12-15T21:03:04+00:00,2017-12-15T22:03:04+01:00,19.0
2017-12-15T21:18:05+00:00,2017-12-15T22:18:05+01:00,19.12
2017-12-15T21:33:05+00:00,2017-12-15T22:33:05+01:00,19.19
2017-12-15T21:48:05+00:00,2017-12-15T22:48:05+01:00,19.44
2017-12-15T22:03:06+00:00,2017-12-15T23:03:06+01:00,19.63
2017-12-15T22:18:06+00:00,2017-12-15T23:18:06+01:00,19.76
2017-12-15T22:33:06+00:00,2017-12-15T23:33:06+01:00,19.76
2017-12-15T22:48:06+00:00,2017-12-15T23:48:06+01:00,19.83
2017-12-15T23:03:06+00:00,2017-12-16T00:03:06+01:00,19.83
2017-12-15T23:18:07+00:00,2017-12-16T00:18:07+01:00,19.83
2017-12-15T23:33:07+00:00,2017-12-16T00:33:07+01:00,19.83
2017-12-15T23:48:08+00:00,2017-12-16T00:48:08+01:00,19.83
2017-12-16T00:03:08+00:00,2017-12-16T01:03:08+01:00,19.83
2017-12-16T00:18:08+00:00,2017-12-16T01:18:08+01:00,19.83
2017-12-16T00:33:08+00:00,2017-12-16T01:33:08+01:00,19.7
2017-12-16T00:48:09+00:00,2017-12-16T01:48:09+01:00,19.57
2017-12-16T01:03:09+00:00,2017-12-16T02:03:09+01:00,19.44
2017-12-16T01:18:10+00:00,2017-12-16T02:18:10+01:00,19.32
2017-12-16T01:33:11+00:00,2017-12-16T02:33:11+01:00,19.19
2017-12-16T01:48:18+00:00,2017-12-16T02:48:18+01:00,19.06
2017-12-16T02:03:18+00:00,2017-12-16T03:03:18+01:00,18.93
2017-12-16T02:18:15+00:00,2017-12-16T03:18:15+01:00,18.86
2017-12-16T02:33:16+00:00,2017-12-16T03:33:16+01:00,18.75
2017-12-16T02:48:16+00:00,2017-12-16T03:48:16+01:00,18.61
2017-12-16T03:03:17+00:00,2017-12-16T04:03:17+01:00,18.48
2017-12-16T03:18:18+00:00,2017-12-16T04:18:18+01:00,18.42
2017-12-16T03:33:18+00:00,2017-12-16T04:33:18+01:00,18.28
2017-12-16T03:48:18+00:00,2017-12-16T04:48:18+01:00,18.23
2017-12-16T04:03:18+00:00,2017-12-16T05:03:18+01:00,18.1
2017-12-16T04:18:18+00:00,2017-12-16T05:18:18+01:00,18.03
2017-12-16T04:33:19+00:00,2017-12-16T05:33:19+01:00,17.97
2017-12-16T04:48:19+00:00,2017-12-16T05:48:19+01:00,17.84
2017-12-16T05:03:20+00:00,2017-12-16T06:03:20+01:00,17.7
2017-12-16T05:18:21+00:00,2017-12-16T06:18:21+01:00,17.65
2017-12-16T05:33:21+00:00,2017-12-16T06:33:21+01:00,17.58
2017-12-16T05:48:21+00:00,2017-12-16T06:48:21+01:00,17.52
2017-12-16T06:03:21+00:00,2017-12-16T07:03:21+01:00,17.38
2017-12-16T06:18:22+00:00,2017-12-16T07:18:22+01:00,17.38
2017-12-16T06:33:22+00:00,2017-12-16T07:33:22+01:00,17.32
2017-12-16T06:48:22+00:00,2017-12-16T07:48:22+01:00,17.38
2017-12-16T07:03:22+00:00,2017-12-16T08:03:22+01:00,17.58
2017-12-16T07:18:22+00:00,2017-12-16T08:18:22+01:00,17.77
2017-12-16T07:48:20+00:00,2017-12-16T08:48:20+01:00,18.03
2017-12-16T08:03:23+00:00,2017-12-16T09:03:23+01:00,18.17
2017-12-16T08:18:24+00:00,2017-12-16T09:18:24+01:00,18.28
2017-12-16T08:33:24+00:00,2017-12-16T09:33:24+01:00,18.28
2017-12-16T08:48:24+00:00,2017-12-16T09:48:24+01:00,18.28
2017-12-16T09:03:22+00:00,2017-12-16T10:03:22+01:00,18.23
2017-12-16T09:18:22+00:00,2017-12-16T10:18:22+01:00,18.55
2017-12-16T09:33:22+00:00,2017-12-16T10:33:22+01:00,18.55
2017-12-16T09:48:22+00:00,2017-12-16T10:48:22+01:00,18.42
2017-12-16T10:03:22+00:00,2017-12-16T11:03:22+01:00,18.28
2017-12-16T10:18:23+00:00,2017-12-16T11:18:23+01:00,18.28
2017-12-16T10:33:24+00:00,2017-12-16T11:33:24+01:00,18.68
2017-12-16T10:48:24+00:00,2017-12-16T11:48:24+01:00,18.68
2017-12-16T11:03:24+00:00,2017-12-16T12:03:24+01:00,18.28
2017-12-16T11:18:26+00:00,2017-12-16T12:18:26+01:00,18.17
2017-12-16T11:33:26+00:00,2017-12-16T12:33:26+01:00,18.03
2017-12-16T11:48:26+00:00,2017-12-16T12:48:26+01:00,17.84
2017-12-16T12:03:27+00:00,2017-12-16T13:03:27+01:00,17.7
2017-12-16T12:18:27+00:00,2017-12-16T13:18:27+01:00,17.65
2017-12-16T12:33:27+00:00,2017-12-16T13:33:27+01:00,17.84
2017-12-16T12:48:27+00:00,2017-12-16T13:48:27+01:00,18.03
2017-12-16T13:03:28+00:00,2017-12-16T14:03:28+01:00,18.23
2017-12-16T13:18:28+00:00,2017-12-16T14:18:28+01:00,18.35
2017-12-16T13:33:28+00:00,2017-12-16T14:33:28+01:00,18.55
2017-12-16T13:48:28+00:00,2017-12-16T14:48:28+01:00,18.61
2017-12-16T14:03:29+00:00,2017-12-16T15:03:29+01:00,18.68
2017-12-16T14:18:29+00:00,2017-12-16T15:18:29+01:00,18.75
2017-12-16T14:33:29+00:00,2017-12-16T15:33:29+01:00,18.8
2017-12-16T14:48:29+00:00,2017-12-16T15:48:29+01:00,18.86
2017-12-16T15:03:30+00:00,2017-12-16T16:03:30+01:00,19.0
2017-12-16T15:18:30+00:00,2017-12-16T16:18:30+01:00,19.06
2017-12-16T15:33:30+00:00,2017-12-16T16:33:30+01:00,19.12
2017-12-16T15:48:30+00:00,2017-12-16T16:48:30+01:00,19.19
2017-12-16T16:03:31+00:00,2017-12-16T17:03:31+01:00,19.25
2017-12-16T16:18:31+00:00,2017-12-16T17:18:31+01:00,19.32
2017-12-16T16:33:31+00:00,2017-12-16T17:33:31+01:00,19.32
2017-12-16T16:48:31+00:00,2017-12-16T17:48:31+01:00,19.37
2017-12-16T17:03:32+00:00,2017-12-16T18:03:32+01:00,19.37
2017-12-16T17:18:33+00:00,2017-12-16T18:18:33+01:00,19.44
2017-12-16T17:33:33+00:00,2017-12-16T18:33:33+01:00,19.44
2017-12-16T17:48:33+00:00,2017-12-16T18:48:33+01:00,19.44
2017-12-16T18:03:34+00:00,2017-12-16T19:03:34+01:00,19.44
2017-12-16T18:18:34+00:00,2017-12-16T19:18:34+01:00,19.5
2017-12-16T18:33:34+00:00,2017-12-16T19:33:34+01:00,19.57
2017-12-16T18:48:34+00:00,2017-12-16T19:48:34+01:00,19.57
2017-12-16T19:03:35+00:00,2017-12-16T20:03:35+01:00,19.57
2017-12-16T19:18:35+00:00,2017-12-16T20:18:35+01:00,19.63
2017-12-16T19:33:35+00:00,2017-12-16T20:33:35+01:00,19.7
2017-12-16T19:48:35+00:00,2017-12-16T20:48:35+01:00,19.76
2017-12-16T20:03:36+00:00,2017-12-16T21:03:36+01:00,19.76
2017-12-16T20:18:36+00:00,2017-12-16T21:18:36+01:00,19.83
2017-12-16T20:24:14+00:00,2017-12-16T21:24:14+01:00,19.83
2017-12-16T20:33:37+00:00,2017-12-16T21:33:37+01:00,19.83
2017-12-16T20:48:37+00:00,2017-12-16T21:48:37+01:00,19.88
2017-12-16T21:03:37+00:00,2017-12-16T22:03:37+01:00,19.94
2017-12-16T21:18:37+00:00,2017-12-16T22:18:37+01:00,20.01
2017-12-16T21:33:37+00:00,2017-12-16T22:33:37+01:00,20.07
2017-12-16T21:48:37+00:00,2017-12-16T22:48:37+01:00,20.14
2017-12-16T22:03:37+00:00,2017-12-16T23:03:37+01:00,20.14
2017-12-16T22:18:37+00:00,2017-12-16T23:18:37+01:00,20.2
2017-12-16T22:33:37+00:00,2017-12-16T23:33:37+01:00,20.27
2017-12-16T22:48:38+00:00,2017-12-16T23:48:38+01:00,20.33
2017-12-16T23:03:38+00:00,2017-12-17T00:03:38+01:00,20.33
2017-12-16T23:18:38+00:00,2017-12-17T00:18:38+01:00,20.33
2017-12-16T23:33:38+00:00,2017-12-17T00:33:38+01:00,20.2
2017-12-16T23:48:38+00:00,2017-12-17T00:48:38+01:00,20.07
2017-12-17T00:03:38+00:00,2017-12-17T01:03:38+01:00,19.94
2017-12-17T00:18:39+00:00,2017-12-17T01:18:39+01:00,19.83
2017-12-17T00:33:39+00:00,2017-12-17T01:33:39+01:00,19.7
2017-12-17T00:48:39+00:00,2017-12-17T01:48:39+01:00,19.57
2017-12-17T01:03:39+00:00,2017-12-17T02:03:39+01:00,19.44
2017-12-17T01:18:39+00:00,2017-12-17T02:18:39+01:00,19.32
2017-12-17T01:33:39+00:00,2017-12-17T02:33:39+01:00,19.19
2017-12-17T01:48:39+00:00,2017-12-17T02:48:39+01:00,19.06
2017-12-17T02:03:40+00:00,2017-12-17T03:03:40+01:00,18.93
2017-12-17T02:18:41+00:00,2017-12-17T03:18:41+01:00,18.8
2017-12-17T02:33:41+00:00,2017-12-17T03:33:41+01:00,18.75
2017-12-17T02:48:41+00:00,2017-12-17T03:48:41+01:00,18.61
2017-12-17T03:03:41+00:00,2017-12-17T04:03:41+01:00,18.48
2017-12-17T03:18:41+00:00,2017-12-17T04:18:41+01:00,18.42
2017-12-17T03:33:41+00:00,2017-12-17T04:33:41+01:00,18.28
2017-12-17T03:48:41+00:00,2017-12-17T04:48:41+01:00,18.23
2017-12-17T04:03:42+00:00,2017-12-17T05:03:42+01:00,18.1
2017-12-17T04:18:44+00:00,2017-12-17T05:18:44+01:00,18.23
2017-12-17T04:33:44+00:00,2017-12-17T05:33:44+01:00,17.97
2017-12-17T04:48:44+00:00,2017-12-17T05:48:44+01:00,17.84
2017-12-17T05:03:44+00:00,2017-12-17T06:03:44+01:00,17.77
2017-12-17T05:18:45+00:00,2017-12-17T06:18:45+01:00,17.7
2017-12-17T05:33:45+00:00,2017-12-17T06:33:45+01:00,17.65
2017-12-17T05:48:46+00:00,2017-12-17T06:48:46+01:00,17.7
2017-12-17T06:03:46+00:00,2017-12-17T07:03:46+01:00,17.84
2017-12-17T06:18:46+00:00,2017-12-17T07:18:46+01:00,18.03
2017-12-17T06:33:46+00:00,2017-12-17T07:33:46+01:00,18.23
2017-12-17T06:48:46+00:00,2017-12-17T07:48:46+01:00,18.35
2017-12-17T07:03:47+00:00,2017-12-17T08:03:47+01:00,18.55
2017-12-17T07:18:48+00:00,2017-12-17T08:18:48+01:00,18.55
2017-12-17T07:33:48+00:00,2017-12-17T08:33:48+01:00,18.61
2017-12-17T07:40:11+00:00,2017-12-17T08:40:11+01:00,18.61
2017-12-17T07:48:49+00:00,2017-12-17T08:48:49+01:00,18.61
2017-12-17T08:03:49+00:00,2017-12-17T09:03:49+01:00,18.61
2017-12-17T08:18:49+00:00,2017-12-17T09:18:49+01:00,18.61
2017-12-17T08:33:49+00:00,2017-12-17T09:33:49+01:00,18.55
2017-12-17T08:48:49+00:00,2017-12-17T09:48:49+01:00,18.55
2017-12-17T09:03:50+00:00,2017-12-17T10:03:50+01:00,18.35
2017-12-17T09:18:50+00:00,2017-12-17T10:18:50+01:00,18.23
2017-12-17T09:33:50+00:00,2017-12-17T10:33:50+01:00,18.1
2017-12-17T09:48:50+00:00,2017-12-17T10:48:50+01:00,17.97
2017-12-17T10:03:50+00:00,2017-12-17T11:03:50+01:00,17.84
2017-12-17T10:18:50+00:00,2017-12-17T11:18:50+01:00,17.77
2017-12-17T10:33:50+00:00,2017-12-17T11:33:50+01:00,17.65
2017-12-17T10:48:50+00:00,2017-12-17T11:48:50+01:00,17.52
2017-12-17T11:03:50+00:00,2017-12-17T12:03:50+01:00,17.45
2017-12-17T11:18:50+00:00,2017-12-17T12:18:50+01:00,17.38
2017-12-17T11:33:50+00:00,2017-12-17T12:33:50+01:00,17.25
2017-12-17T11:48:50+00:00,2017-12-17T12:48:50+01:00,17.18
2017-12-17T12:03:50+00:00,2017-12-17T13:03:50+01:00,17.13
2017-12-17T12:18:50+00:00,2017-12-17T13:18:50+01:00,17.18
2017-12-17T12:33:51+00:00,2017-12-17T13:33:51+01:00,17.45
2017-12-17T12:48:51+00:00,2017-12-17T13:48:51+01:00,17.65
2017-12-17T13:03:51+00:00,2017-12-17T14:03:51+01:00,17.84
2017-12-17T13:18:51+00:00,2017-12-17T14:18:51+01:00,18.03
2017-12-17T13:33:51+00:00,2017-12-17T14:33:51+01:00,18.23
2017-12-17T13:48:52+00:00,2017-12-17T14:48:52+01:00,18.35
2017-12-17T14:03:52+00:00,2017-12-17T15:03:52+01:00,18.42
2017-12-17T14:18:53+00:00,2017-12-17T15:18:53+01:00,18.55
2017-12-17T14:33:54+00:00,2017-12-17T15:33:54+01:00,18.68
2017-12-17T14:48:55+00:00,2017-12-17T15:48:55+01:00,18.75
2017-12-17T15:03:55+00:00,2017-12-17T16:03:55+01:00,18.8
2017-12-17T15:18:57+00:00,2017-12-17T16:18:57+01:00,18.86
2017-12-17T15:33:58+00:00,2017-12-17T16:33:58+01:00,18.93
2017-12-17T15:48:58+00:00,2017-12-17T16:48:58+01:00,19.0
2017-12-17T16:03:58+00:00,2017-12-17T17:03:58+01:00,19.57
2017-12-17T16:18:58+00:00,2017-12-17T17:18:58+01:00,20.01
2017-12-17T16:33:59+00:00,2017-12-17T17:33:59+01:00,20.4
2017-12-17T16:48:59+00:00,2017-12-17T17:48:59+01:00,20.71
2017-12-17T17:03:59+00:00,2017-12-17T18:03:59+01:00,20.64
2017-12-17T17:18:59+00:00,2017-12-17T18:18:59+01:00,20.64
2017-12-17T17:33:59+00:00,2017-12-17T18:33:59+01:00,20.64
2017-12-17T17:48:56+00:00,2017-12-17T18:48:56+01:00,20.58
2017-12-17T18:03:56+00:00,2017-12-17T19:03:56+01:00,20.58
2017-12-17T18:18:56+00:00,2017-12-17T19:18:56+01:00,20.58
2017-12-17T18:33:56+00:00,2017-12-17T19:33:56+01:00,20.58
2017-12-17T18:48:56+00:00,2017-12-17T19:48:56+01:00,20.51
2017-12-17T19:03:56+00:00,2017-12-17T20:03:56+01:00,20.45
2017-12-17T19:18:56+00:00,2017-12-17T20:18:56+01:00,20.51
2017-12-17T19:33:57+00:00,2017-12-17T20:33:57+01:00,20.51
2017-12-17T19:48:57+00:00,2017-12-17T20:48:57+01:00,20.51
2017-12-17T20:03:59+00:00,2017-12-17T21:03:59+01:00,20.51
2017-12-17T20:18:59+00:00,2017-12-17T21:18:59+01:00,20.51
2017-12-17T20:33:59+00:00,2017-12-17T21:33:59+01:00,20.45
2017-12-17T20:48:59+00:00,2017-12-17T21:48:59+01:00,20.45
2017-12-17T20:57:10+00:00,2017-12-17T21:57:10+01:00,20.45
2017-12-17T20:57:16+00:00,2017-12-17T21:57:16+01:00,20.45
2017-12-17T21:04:02+00:00,2017-12-17T22:04:02+01:00,20.45
2017-12-17T21:19:02+00:00,2017-12-17T22:19:02+01:00,20.45
2017-12-17T21:34:02+00:00,2017-12-17T22:34:02+01:00,20.45
2017-12-17T21:49:02+00:00,2017-12-17T22:49:02+01:00,20.45
2017-12-17T22:04:02+00:00,2017-12-17T23:04:02+01:00,20.45
2017-12-17T22:19:03+00:00,2017-12-17T23:19:03+01:00,20.45
2017-12-17T22:34:03+00:00,2017-12-17T23:34:03+01:00,20.45
2017-12-17T22:49:04+00:00,2017-12-17T23:49:04+01:00,20.51
2017-12-17T23:04:04+00:00,2017-12-18T00:04:04+01:00,20.51
2017-12-17T23:19:04+00:00,2017-12-18T00:19:04+01:00,20.51
2017-12-17T23:34:04+00:00,2017-12-18T00:34:04+01:00,20.45
2017-12-17T23:49:04+00:00,2017-12-18T00:49:04+01:00,20.33
2017-12-18T00:04:04+00:00,2017-12-18T01:04:04+01:00,20.2
2017-12-18T00:19:05+00:00,2017-12-18T01:19:05+01:00,20.07
2017-12-18T00:34:05+00:00,2017-12-18T01:34:05+01:00,20.01
2017-12-18T00:49:05+00:00,2017-12-18T01:49:05+01:00,19.88
2017-12-18T01:04:05+00:00,2017-12-18T02:04:05+01:00,19.7
2017-12-18T01:19:05+00:00,2017-12-18T02:19:05+01:00,19.63
2017-12-18T01:34:05+00:00,2017-12-18T02:34:05+01:00,19.5
2017-12-18T01:49:05+00:00,2017-12-18T02:49:05+01:00,19.37
2017-12-18T02:04:05+00:00,2017-12-18T03:04:05+01:00,19.25
2017-12-18T02:19:05+00:00,2017-12-18T03:19:05+01:00,19.19
2017-12-18T02:34:06+00:00,2017-12-18T03:34:06+01:00,19.06
2017-12-18T02:49:06+00:00,2017-12-18T03:49:06+01:00,19.0
2017-12-18T03:04:06+00:00,2017-12-18T04:04:06+01:00,18.86
2017-12-18T03:19:06+00:00,2017-12-18T04:19:06+01:00,18.8
2017-12-18T03:34:06+00:00,2017-12-18T04:34:06+01:00,18.75
2017-12-18T03:49:06+00:00,2017-12-18T04:49:06+01:00,18.61
2017-12-18T04:04:06+00:00,2017-12-18T05:04:06+01:00,18.48
2017-12-18T04:19:06+00:00,2017-12-18T05:19:06+01:00,18.42
2017-12-18T04:34:06+00:00,2017-12-18T05:34:06+01:00,18.35
2017-12-18T04:49:06+00:00,2017-12-18T05:49:06+01:00,18.28
2017-12-18T05:04:06+00:00,2017-12-18T06:04:06+01:00,18.23
2017-12-18T05:19:06+00:00,2017-12-18T06:19:06+01:00,18.17
2017-12-18T05:34:06+00:00,2017-12-18T06:34:06+01:00,18.1
2017-12-18T05:49:07+00:00,2017-12-18T06:49:07+01:00,18.23
2017-12-18T06:04:07+00:00,2017-12-18T07:04:07+01:00,18.35
