utc,local,celsius
2017-09-04T17:38:52+00:00,2017-09-04T19:38:52+02:00,21.46
2017-09-04T17:53:53+00:00,2017-09-04T19:53:53+02:00,21.46
2017-09-04T18:08:53+00:00,2017-09-04T20:08:53+02:00,21.4
2017-09-04T18:23:53+00:00,2017-09-04T20:23:53+02:00,21.34
2017-09-04T18:38:54+00:00,2017-09-04T20:38:54+02:00,21.21
2017-09-04T18:53:54+00:00,2017-09-04T20:53:54+02:00,21.21
2017-09-04T19:23:52+00:00,2017-09-04T21:23:52+02:00,21.21
2017-09-04T19:38:52+00:00,2017-09-04T21:38:52+02:00,21.21
2017-09-04T19:53:52+00:00,2017-09-04T21:53:52+02:00,21.21
2017-09-04T20:08:53+00:00,2017-09-04T22:08:53+02:00,21.27
2017-09-04T20:23:53+00:00,2017-09-04T22:23:53+02:00,21.27
2017-09-04T20:38:53+00:00,2017-09-04T22:38:53+02:00,21.27
2017-09-04T20:53:54+00:00,2017-09-04T22:53:54+02:00,21.34
2017-09-04T21:23:57+00:00,2017-09-04T23:23:57+02:00,21.4
2017-09-04T21:38:57+00:00,2017-09-04T23:38:57+02:00,21.4
2017-09-04T21:53:57+00:00,2017-09-04T23:53:57+02:00,21.4
2017-09-04T22:08:57+00:00,2017-09-05T00:08:57+02:00,21.4
2017-09-04T22:23:57+00:00,2017-09-05T00:23:57+02:00,21.46
2017-09-04T22:38:57+00:00,2017-09-05T00:38:57+02:00,21.46
2017-09-04T22:53:57+00:00,2017-09-05T00:53:57+02:00,21.46
2017-09-04T23:08:57+00:00,2017-09-05T01:08:57+02:00,21.46
2017-09-04T23:23:57+00:00,2017-09-05T01:23:57+02:00,21.46
2017-09-04T23:38:57+00:00,2017-09-05T01:38:57+02:00,21.46
2017-09-04T23:53:57+00:00,2017-09-05T01:53:57+02:00,21.46
2017-09-05T00:08:58+00:00,2017-09-05T02:08:58+02:00,21.46
2017-09-05T00:23:58+00:00,2017-09-05T02:23:58+02:00,21.46
2017-09-05T00:38:58+00:00,2017-09-05T02:38:58+02:00,21.46
2017-09-05T00:53:58+00:00,2017-09-05T02:53:58+02:00,21.46
2017-09-05T01:08:58+00:00,2017-09-05T03:08:58+02:00,21.46
2017-09-05T01:23:58+00:00,2017-09-05T03:23:58+02:00,21.46
2017-09-05T01:38:58+00:00,2017-09-05T03:38:58+02:00,21.46
2017-09-05T01:53:58+00:00,2017-09-05T03:53:58+02:00,21.46
2017-09-05T02:08:58+00:00,2017-09-05T04:08:58+02:00,21.4
2017-09-05T02:24:00+00:00,2017-09-05T04:24:00+02:00,21.4
2017-09-05T02:39:00+00:00,2017-09-05T04:39:00+02:00,21.4
2017-09-05T02:54:02+00:00,2017-09-05T04:54:02+02:00,21.4
2017-09-05T03:09:02+00:00,2017-09-05T05:09:02+02:00,21.4
2017-09-05T03:24:02+00:00,2017-09-05T05:24:02+02:00,21.4
2017-09-05T03:39:02+00:00,2017-09-05T05:39:02+02:00,21.4
2017-09-05T03:54:01+00:00,2017-09-05T05:54:01+02:00,21.4
2017-09-05T04:09:01+00:00,2017-09-05T06:09:01+02:00,21.4
2017-09-05T04:24:01+00:00,2017-09-05T06:24:01+02:00,21.4
2017-09-05T04:39:02+00:00,2017-09-05T06:39:02+02:00,21.4
2017-09-05T04:54:03+00:00,2017-09-05T06:54:03+02:00,21.34
2017-09-05T05:09:02+00:00,2017-09-05T07:09:02+02:00,21.34
2017-09-05T05:24:02+00:00,2017-09-05T07:24:02+02:00,21.34
2017-09-05T05:39:02+00:00,2017-09-05T07:39:02+02:00,21.34
2017-09-05T05:54:02+00:00,2017-09-05T07:54:02+02:00,21.34
2017-09-05T06:09:02+00:00,2017-09-05T08:09:02+02:00,21.34
2017-09-05T06:24:03+00:00,2017-09-05T08:24:03+02:00,21.34
2017-09-05T06:39:03+00:00,2017-09-05T08:39:03+02:00,21.4
2017-09-05T06:54:03+00:00,2017-09-05T08:54:03+02:00,21.34
2017-09-05T07:09:03+00:00,2017-09-05T09:09:03+02:00,21.34
2017-09-05T07:24:04+00:00,2017-09-05T09:24:04+02:00,21.34
2017-09-05T07:39:04+00:00,2017-09-05T09:39:04+02:00,21.34
2017-09-05T07:54:05+00:00,2017-09-05T09:54:05+02:00,21.34
2017-09-05T08:09:05+00:00,2017-09-05T10:09:05+02:00,21.4
2017-09-05T08:24:06+00:00,2017-09-05T10:24:06+02:00,21.4
2017-09-05T08:39:06+00:00,2017-09-05T10:39:06+02:00,21.4
2017-09-05T08:54:06+00:00,2017-09-05T10:54:06+02:00,21.4
2017-09-05T09:09:06+00:00,2017-09-05T11:09:06+02:00,21.4
2017-09-05T09:24:06+00:00,2017-09-05T11:24:06+02:00,21.4
2017-09-05T09:39:06+00:00,2017-09-05T11:39:06+02:00,21.4
2017-09-05T09:54:06+00:00,2017-09-05T11:54:06+02:00,21.46
2017-09-05T10:09:06+00:00,2017-09-05T12:09:06+02:00,21.46
2017-09-05T10:24:06+00:00,2017-09-05T12:24:06+02:00,21.46
2017-09-05T10:39:06+00:00,2017-09-05T12:39:06+02:00,21.46
2017-09-05T10:54:06+00:00,2017-09-05T12:54:06+02:00,21.46
2017-09-05T11:09:06+00:00,2017-09-05T13:09:06+02:00,21.46
2017-09-05T11:24:06+00:00,2017-09-05T13:24:06+02:00,21.46
2017-09-05T11:39:06+00:00,2017-09-05T13:39:06+02:00,21.51
2017-09-05T11:54:06+00:00,2017-09-05T13:54:06+02:00,21.51
2017-09-05T12:09:06+00:00,2017-09-05T14:09:06+02:00,21.51
2017-09-05T12:24:06+00:00,2017-09-05T14:24:06+02:00,21.51
2017-09-05T12:39:06+00:00,2017-09-05T14:39:06+02:00,21.51
2017-09-05T12:54:07+00:00,2017-09-05T14:54:07+02:00,21.51
2017-09-05T13:09:07+00:00,2017-09-05T15:09:07+02:00,21.51
2017-09-05T13:24:07+00:00,2017-09-05T15:24:07+02:00,21.58
2017-09-05T13:39:07+00:00,2017-09-05T15:39:07+02:00,21.58
2017-09-05T13:54:07+00:00,2017-09-05T15:54:07+02:00,21.58
2017-09-05T14:09:07+00:00,2017-09-05T16:09:07+02:00,21.58
2017-09-05T14:24:07+00:00,2017-09-05T16:24:07+02:00,21.64
2017-09-05T14:39:08+00:00,2017-09-05T16:39:08+02:00,21.64
2017-09-05T14:54:08+00:00,2017-09-05T16:54:08+02:00,21.64
2017-09-05T15:09:08+00:00,2017-09-05T17:09:08+02:00,21.64
2017-09-05T15:24:08+00:00,2017-09-05T17:24:08+02:00,21.64
2017-09-05T15:39:09+00:00,2017-09-05T17:39:09+02:00,21.7
2017-09-05T15:54:09+00:00,2017-09-05T17:54:09+02:00,21.7
2017-09-05T16:09:09+00:00,2017-09-05T18:09:09+02:00,21.7
2017-09-05T16:24:09+00:00,2017-09-05T18:24:09+02:00,21.77
2017-09-05T16:39:09+00:00,2017-09-05T18:39:09+02:00,21.77
2017-09-05T16:54:09+00:00,2017-09-05T18:54:09+02:00,21.83
2017-09-05T17:09:09+00:00,2017-09-05T19:09:09+02:00,21.83
2017-09-05T17:24:09+00:00,2017-09-05T19:24:09+02:00,21.89
2017-09-05T17:39:10+00:00,2017-09-05T19:39:10+02:00,21.89
2017-09-05T17:54:10+00:00,2017-09-05T19:54:10+02:00,21.89
2017-09-05T18:09:10+00:00,2017-09-05T20:09:10+02:00,21.89
2017-09-05T18:24:10+00:00,2017-09-05T20:24:10+02:00,21.89
2017-09-05T18:39:09+00:00,2017-09-05T20:39:09+02:00,21.89
2017-09-05T18:54:10+00:00,2017-09-05T20:54:10+02:00,21.89
2017-09-05T19:09:10+00:00,2017-09-05T21:09:10+02:00,21.96
2017-09-05T19:24:10+00:00,2017-09-05T21:24:10+02:00,22.01
2017-09-05T19:39:10+00:00,2017-09-05T21:39:10+02:00,22.01
2017-09-05T19:54:10+00:00,2017-09-05T21:54:10+02:00,22.07
2017-09-05T20:09:10+00:00,2017-09-05T22:09:10+02:00,22.07
2017-09-05T20:24:10+00:00,2017-09-05T22:24:10+02:00,22.07
2017-09-05T20:39:11+00:00,2017-09-05T22:39:11+02:00,22.07
2017-09-05T20:54:11+00:00,2017-09-05T22:54:11+02:00,22.07
2017-09-05T21:09:11+00:00,2017-09-05T23:09:11+02:00,22.07
2017-09-05T21:24:11+00:00,2017-09-05T23:24:11+02:00,22.07
2017-09-05T21:39:11+00:00,2017-09-05T23:39:11+02:00,22.07
2017-09-05T21:54:11+00:00,2017-09-05T23:54:11+02:00,22.13
2017-09-05T22:09:11+00:00,2017-09-06T00:09:11+02:00,22.07
2017-09-05T22:24:11+00:00,2017-09-06T00:24:11+02:00,22.07
2017-09-05T22:39:12+00:00,2017-09-06T00:39:12+02:00,22.07
2017-09-05T22:54:12+00:00,2017-09-06T00:54:12+02:00,22.01
2017-09-05T23:09:12+00:00,2017-09-06T01:09:12+02:00,22.01
2017-09-05T23:24:12+00:00,2017-09-06T01:24:12+02:00,22.01
2017-09-05T23:39:12+00:00,2017-09-06T01:39:12+02:00,21.96
2017-09-05T23:54:12+00:00,2017-09-06T01:54:12+02:00,21.96
2017-09-06T00:09:12+00:00,2017-09-06T02:09:12+02:00,21.96
2017-09-06T00:24:13+00:00,2017-09-06T02:24:13+02:00,21.96
2017-09-06T00:39:13+00:00,2017-09-06T02:39:13+02:00,21.89
2017-09-06T00:54:13+00:00,2017-09-06T02:54:13+02:00,21.89
2017-09-06T01:09:14+00:00,2017-09-06T03:09:14+02:00,21.89
2017-09-06T01:24:15+00:00,2017-09-06T03:24:15+02:00,21.89
2017-09-06T01:39:16+00:00,2017-09-06T03:39:16+02:00,21.89
2017-09-06T01:54:16+00:00,2017-09-06T03:54:16+02:00,21.83
2017-09-06T02:09:17+00:00,2017-09-06T04:09:17+02:00,21.83
2017-09-06T02:24:17+00:00,2017-09-06T04:24:17+02:00,21.83
2017-09-06T02:39:17+00:00,2017-09-06T04:39:17+02:00,21.83
2017-09-06T02:54:17+00:00,2017-09-06T04:54:17+02:00,21.83
2017-09-06T03:09:17+00:00,2017-09-06T05:09:17+02:00,21.83
2017-09-06T03:24:17+00:00,2017-09-06T05:24:17+02:00,21.83
2017-09-06T03:39:17+00:00,2017-09-06T05:39:17+02:00,21.83
2017-09-06T03:54:17+00:00,2017-09-06T05:54:17+02:00,21.77
2017-09-06T04:09:18+00:00,2017-09-06T06:09:18+02:00,21.77
2017-09-06T04:24:18+00:00,2017-09-06T06:24:18+02:00,21.77
2017-09-06T04:39:18+00:00,2017-09-06T06:39:18+02:00,21.77
2017-09-06T04:54:19+00:00,2017-09-06T06:54:19+02:00,21.7
2017-09-06T05:09:19+00:00,2017-09-06T07:09:19+02:00,21.7
2017-09-06T05:24:20+00:00,2017-09-06T07:24:20+02:00,21.7
2017-09-06T05:39:20+00:00,2017-09-06T07:39:20+02:00,21.64
2017-09-06T05:54:20+00:00,2017-09-06T07:54:20+02:00,21.64
2017-09-06T06:09:21+00:00,2017-09-06T08:09:21+02:00,21.64
2017-09-06T06:24:21+00:00,2017-09-06T08:24:21+02:00,21.7
2017-09-06T06:39:21+00:00,2017-09-06T08:39:21+02:00,21.7
2017-09-06T06:54:22+00:00,2017-09-06T08:54:22+02:00,21.77
2017-09-06T07:09:23+00:00,2017-09-06T09:09:23+02:00,21.77
2017-09-06T07:24:24+00:00,2017-09-06T09:24:24+02:00,21.77
2017-09-06T07:39:25+00:00,2017-09-06T09:39:25+02:00,21.77
2017-09-06T07:54:26+00:00,2017-09-06T09:54:26+02:00,21.7
2017-09-06T08:09:26+00:00,2017-09-06T10:09:26+02:00,21.7
2017-09-06T08:24:26+00:00,2017-09-06T10:24:26+02:00,21.7
2017-09-06T08:39:26+00:00,2017-09-06T10:39:26+02:00,21.7
2017-09-06T08:54:27+00:00,2017-09-06T10:54:27+02:00,21.7
2017-09-06T09:09:28+00:00,2017-09-06T11:09:28+02:00,21.7
2017-09-06T09:24:28+00:00,2017-09-06T11:24:28+02:00,21.7
2017-09-06T09:39:28+00:00,2017-09-06T11:39:28+02:00,21.7
2017-09-06T09:54:28+00:00,2017-09-06T11:54:28+02:00,21.64
2017-09-06T10:09:28+00:00,2017-09-06T12:09:28+02:00,21.64
2017-09-06T10:24:30+00:00,2017-09-06T12:24:30+02:00,21.58
2017-09-06T10:39:30+00:00,2017-09-06T12:39:30+02:00,21.58
2017-09-06T10:54:30+00:00,2017-09-06T12:54:30+02:00,21.58
2017-09-06T11:09:31+00:00,2017-09-06T13:09:31+02:00,21.58
2017-09-06T11:24:31+00:00,2017-09-06T13:24:31+02:00,21.58
2017-09-06T11:39:32+00:00,2017-09-06T13:39:32+02:00,21.58
2017-09-06T11:54:32+00:00,2017-09-06T13:54:32+02:00,21.58
2017-09-06T12:09:33+00:00,2017-09-06T14:09:33+02:00,21.51
2017-09-06T12:24:33+00:00,2017-09-06T14:24:33+02:00,21.51
2017-09-06T12:39:33+00:00,2017-09-06T14:39:33+02:00,21.51
2017-09-06T12:54:33+00:00,2017-09-06T14:54:33+02:00,21.58
2017-09-06T13:09:33+00:00,2017-09-06T15:09:33+02:00,21.58
2017-09-06T13:24:34+00:00,2017-09-06T15:24:34+02:00,21.51
2017-09-06T13:39:34+00:00,2017-09-06T15:39:34+02:00,21.51
2017-09-06T13:54:34+00:00,2017-09-06T15:54:34+02:00,21.51
2017-09-06T14:09:34+00:00,2017-09-06T16:09:34+02:00,21.58
2017-09-06T14:24:34+00:00,2017-09-06T16:24:34+02:00,21.51
2017-09-06T14:39:34+00:00,2017-09-06T16:39:34+02:00,21.51
2017-09-06T14:54:37+00:00,2017-09-06T16:54:37+02:00,21.46
2017-09-06T15:09:37+00:00,2017-09-06T17:09:37+02:00,21.46
2017-09-06T15:24:37+00:00,2017-09-06T17:24:37+02:00,21.46
2017-09-06T15:39:38+00:00,2017-09-06T17:39:38+02:00,21.4
2017-09-06T15:54:38+00:00,2017-09-06T17:54:38+02:00,21.4
2017-09-06T16:09:38+00:00,2017-09-06T18:09:38+02:00,21.4
2017-09-06T16:24:38+00:00,2017-09-06T18:24:38+02:00,21.46
2017-09-06T16:39:39+00:00,2017-09-06T18:39:39+02:00,21.51
2017-09-06T16:54:39+00:00,2017-09-06T18:54:39+02:00,21.51
2017-09-06T17:09:39+00:00,2017-09-06T19:09:39+02:00,21.51
2017-09-06T17:24:39+00:00,2017-09-06T19:24:39+02:00,21.46
2017-09-06T17:39:40+00:00,2017-09-06T19:39:40+02:00,21.46
2017-09-06T17:54:40+00:00,2017-09-06T19:54:40+02:00,21.46
2017-09-06T18:09:41+00:00,2017-09-06T20:09:41+02:00,21.46
2017-09-06T18:24:41+00:00,2017-09-06T20:24:41+02:00,21.4
2017-09-06T18:39:42+00:00,2017-09-06T20:39:42+02:00,21.4
2017-09-06T18:54:42+00:00,2017-09-06T20:54:42+02:00,21.4
2017-09-06T19:09:43+00:00,2017-09-06T21:09:43+02:00,21.4
2017-09-06T19:24:43+00:00,2017-09-06T21:24:43+02:00,21.4
2017-09-06T19:39:43+00:00,2017-09-06T21:39:43+02:00,21.4
2017-09-06T19:54:43+00:00,2017-09-06T21:54:43+02:00,21.4
2017-09-06T20:09:43+00:00,2017-09-06T22:09:43+02:00,21.34
2017-09-06T20:24:43+00:00,2017-09-06T22:24:43+02:00,21.34
2017-09-06T20:39:43+00:00,2017-09-06T22:39:43+02:00,21.34
2017-09-06T20:54:44+00:00,2017-09-06T22:54:44+02:00,21.34
2017-09-06T21:09:44+00:00,2017-09-06T23:09:44+02:00,21.34
2017-09-06T21:24:44+00:00,2017-09-06T23:24:44+02:00,21.34
2017-09-06T21:39:45+00:00,2017-09-06T23:39:45+02:00,21.34
2017-09-06T21:54:46+00:00,2017-09-06T23:54:46+02:00,21.4
2017-09-06T22:09:46+00:00,2017-09-07T00:09:46+02:00,21.46
2017-09-06T22:24:46+00:00,2017-09-07T00:24:46+02:00,21.46
2017-09-06T22:39:46+00:00,2017-09-07T00:39:46+02:00,21.51
2017-09-06T22:54:46+00:00,2017-09-07T00:54:46+02:00,21.51
2017-09-06T23:09:46+00:00,2017-09-07T01:09:46+02:00,21.46
2017-09-06T23:24:46+00:00,2017-09-07T01:24:46+02:00,21.46
2017-09-06T23:39:46+00:00,2017-09-07T01:39:46+02:00,21.46
2017-09-06T23:54:46+00:00,2017-09-07T01:54:46+02:00,21.46
2017-09-07T00:09:47+00:00,2017-09-07T02:09:47+02:00,21.4
2017-09-07T00:24:48+00:00,2017-09-07T02:24:48+02:00,21.4
2017-09-07T00:39:48+00:00,2017-09-07T02:39:48+02:00,21.4
2017-09-07T00:54:48+00:00,2017-09-07T02:54:48+02:00,21.4
2017-09-07T01:09:48+00:00,2017-09-07T03:09:48+02:00,21.4
2017-09-07T01:24:48+00:00,2017-09-07T03:24:48+02:00,21.34
2017-09-07T01:39:49+00:00,2017-09-07T03:39:49+02:00,21.34
2017-09-07T01:54:49+00:00,2017-09-07T03:54:49+02:00,21.34
2017-09-07T02:09:49+00:00,2017-09-07T04:09:49+02:00,21.34
2017-09-07T02:24:49+00:00,2017-09-07T04:24:49+02:00,21.27
2017-09-07T02:39:49+00:00,2017-09-07T04:39:49+02:00,21.27
2017-09-07T02:54:49+00:00,2017-09-07T04:54:49+02:00,21.27
2017-09-07T03:09:49+00:00,2017-09-07T05:09:49+02:00,21.27
2017-09-07T03:24:49+00:00,2017-09-07T05:24:49+02:00,21.27
2017-09-07T03:39:49+00:00,2017-09-07T05:39:49+02:00,21.21
2017-09-07T03:54:49+00:00,2017-09-07T05:54:49+02:00,21.21
2017-09-07T04:09:50+00:00,2017-09-07T06:09:50+02:00,21.21
2017-09-07T04:24:50+00:00,2017-09-07T06:24:50+02:00,21.21
2017-09-07T04:39:50+00:00,2017-09-07T06:39:50+02:00,21.15
2017-09-07T04:54:50+00:00,2017-09-07T06:54:50+02:00,21.15
2017-09-07T05:09:50+00:00,2017-09-07T07:09:50+02:00,21.15
2017-09-07T05:24:50+00:00,2017-09-07T07:24:50+02:00,21.15
2017-09-07T05:39:50+00:00,2017-09-07T07:39:50+02:00,21.15
2017-09-07T05:54:51+00:00,2017-09-07T07:54:51+02:00,21.21
2017-09-07T06:09:48+00:00,2017-09-07T08:09:48+02:00,21.21
2017-09-07T06:24:51+00:00,2017-09-07T08:24:51+02:00,21.15
2017-09-07T06:39:51+00:00,2017-09-07T08:39:51+02:00,21.15
2017-09-07T06:54:51+00:00,2017-09-07T08:54:51+02:00,21.15
2017-09-07T07:09:51+00:00,2017-09-07T09:09:51+02:00,21.15
2017-09-07T07:24:51+00:00,2017-09-07T09:24:51+02:00,21.15
2017-09-07T07:39:51+00:00,2017-09-07T09:39:51+02:00,21.21
2017-09-07T07:54:51+00:00,2017-09-07T09:54:51+02:00,21.21
2017-09-07T08:09:51+00:00,2017-09-07T10:09:51+02:00,21.21
2017-09-07T08:24:51+00:00,2017-09-07T10:24:51+02:00,21.21
2017-09-07T08:39:51+00:00,2017-09-07T10:39:51+02:00,21.21
2017-09-07T08:54:51+00:00,2017-09-07T10:54:51+02:00,21.21
2017-09-07T09:09:51+00:00,2017-09-07T11:09:51+02:00,21.21
2017-09-07T09:24:51+00:00,2017-09-07T11:24:51+02:00,21.21
2017-09-07T09:39:51+00:00,2017-09-07T11:39:51+02:00,21.21
2017-09-07T09:54:51+00:00,2017-09-07T11:54:51+02:00,21.21
2017-09-07T10:09:52+00:00,2017-09-07T12:09:52+02:00,21.21
2017-09-07T10:24:53+00:00,2017-09-07T12:24:53+02:00,21.21
2017-09-07T10:39:53+00:00,2017-09-07T12:39:53+02:00,21.15
2017-09-07T10:54:53+00:00,2017-09-07T12:54:53+02:00,21.15
2017-09-07T11:09:53+00:00,2017-09-07T13:09:53+02:00,21.15
2017-09-07T11:24:53+00:00,2017-09-07T13:24:53+02:00,21.08
2017-09-07T11:39:53+00:00,2017-09-07T13:39:53+02:00,21.08
2017-09-07T11:54:54+00:00,2017-09-07T13:54:54+02:00,21.08
2017-09-07T12:09:54+00:00,2017-09-07T14:09:54+02:00,21.02
2017-09-07T12:24:56+00:00,2017-09-07T14:24:56+02:00,21.02
2017-09-07T12:39:56+00:00,2017-09-07T14:39:56+02:00,21.08
2017-09-07T12:54:56+00:00,2017-09-07T14:54:56+02:00,21.08
2017-09-07T13:09:56+00:00,2017-09-07T15:09:56+02:00,21.08
2017-09-07T13:24:56+00:00,2017-09-07T15:24:56+02:00,21.08
2017-09-07T13:39:56+00:00,2017-09-07T15:39:56+02:00,21.08
2017-09-07T13:54:56+00:00,2017-09-07T15:54:56+02:00,21.08
2017-09-07T14:09:56+00:00,2017-09-07T16:09:56+02:00,21.08
2017-09-07T14:24:56+00:00,2017-09-07T16:24:56+02:00,21.08
2017-09-07T14:39:56+00:00,2017-09-07T16:39:56+02:00,21.08
2017-09-07T14:54:56+00:00,2017-09-07T16:54:56+02:00,21.08
2017-09-07T15:09:56+00:00,2017-09-07T17:09:56+02:00,21.08
2017-09-07T15:24:58+00:00,2017-09-07T17:24:58+02:00,21.08
2017-09-07T15:39:58+00:00,2017-09-07T17:39:58+02:00,21.02
2017-09-07T15:54:58+00:00,2017-09-07T17:54:58+02:00,21.02
2017-09-07T16:09:59+00:00,2017-09-07T18:09:59+02:00,21.02
2017-09-07T16:24:59+00:00,2017-09-07T18:24:59+02:00,21.02
2017-09-07T16:39:59+00:00,2017-09-07T18:39:59+02:00,21.02
2017-09-07T16:54:59+00:00,2017-09-07T18:54:59+02:00,20.96
2017-09-07T17:10:00+00:00,2017-09-07T19:10:00+02:00,21.02
2017-09-07T17:25:00+00:00,2017-09-07T19:25:00+02:00,21.02
2017-09-07T17:40:00+00:00,2017-09-07T19:40:00+02:00,21.02
2017-09-07T17:55:01+00:00,2017-09-07T19:55:01+02:00,21.02
2017-09-07T18:10:01+00:00,2017-09-07T20:10:01+02:00,21.02
2017-09-07T18:25:03+00:00,2017-09-07T20:25:03+02:00,21.02
2017-09-07T18:40:03+00:00,2017-09-07T20:40:03+02:00,21.02
2017-09-07T18:55:03+00:00,2017-09-07T20:55:03+02:00,21.02
2017-09-07T19:10:03+00:00,2017-09-07T21:10:03+02:00,21.02
2017-09-07T19:25:03+00:00,2017-09-07T21:25:03+02:00,21.02
2017-09-07T19:40:03+00:00,2017-09-07T21:40:03+02:00,21.08
2017-09-07T19:55:04+00:00,2017-09-07T21:55:04+02:00,21.08
2017-09-07T20:10:04+00:00,2017-09-07T22:10:04+02:00,21.08
2017-09-07T20:25:04+00:00,2017-09-07T22:25:04+02:00,21.08
2017-09-07T20:40:04+00:00,2017-09-07T22:40:04+02:00,21.08
2017-09-07T20:55:04+00:00,2017-09-07T22:55:04+02:00,21.08
2017-09-07T21:10:04+00:00,2017-09-07T23:10:04+02:00,21.08
2017-09-07T21:25:05+00:00,2017-09-07T23:25:05+02:00,21.08
2017-09-07T21:40:05+00:00,2017-09-07T23:40:05+02:00,21.08
2017-09-07T21:55:05+00:00,2017-09-07T23:55:05+02:00,21.08
2017-09-07T22:10:05+00:00,2017-09-08T00:10:05+02:00,21.08
2017-09-07T22:25:06+00:00,2017-09-08T00:25:06+02:00,21.08
2017-09-07T22:40:06+00:00,2017-09-08T00:40:06+02:00,21.08
2017-09-07T22:55:06+00:00,2017-09-08T00:55:06+02:00,21.02
2017-09-07T23:10:06+00:00,2017-09-08T01:10:06+02:00,21.02
2017-09-07T23:25:06+00:00,2017-09-08T01:25:06+02:00,21.02
2017-09-07T23:40:06+00:00,2017-09-08T01:40:06+02:00,21.02
2017-09-07T23:55:06+00:00,2017-09-08T01:55:06+02:00,20.96
2017-09-08T00:10:07+00:00,2017-09-08T02:10:07+02:00,20.96
2017-09-08T00:25:07+00:00,2017-09-08T02:25:07+02:00,20.96
2017-09-08T00:40:07+00:00,2017-09-08T02:40:07+02:00,20.96
2017-09-08T00:55:07+00:00,2017-09-08T02:55:07+02:00,20.96
2017-09-08T01:10:07+00:00,2017-09-08T03:10:07+02:00,20.9
2017-09-08T01:25:07+00:00,2017-09-08T03:25:07+02:00,20.9
2017-09-08T01:40:08+00:00,2017-09-08T03:40:08+02:00,20.9
2017-09-08T01:55:08+00:00,2017-09-08T03:55:08+02:00,20.84
2017-09-08T02:10:08+00:00,2017-09-08T04:10:08+02:00,20.84
2017-09-08T02:25:08+00:00,2017-09-08T04:25:08+02:00,20.84
2017-09-08T02:40:08+00:00,2017-09-08T04:40:08+02:00,20.84
2017-09-08T02:55:08+00:00,2017-09-08T04:55:08+02:00,20.77
2017-09-08T03:10:08+00:00,2017-09-08T05:10:08+02:00,20.77
2017-09-08T03:25:08+00:00,2017-09-08T05:25:08+02:00,20.77
2017-09-08T03:40:09+00:00,2017-09-08T05:40:09+02:00,20.77
2017-09-08T03:55:09+00:00,2017-09-08T05:55:09+02:00,20.71
2017-09-08T04:10:09+00:00,2017-09-08T06:10:09+02:00,20.71
2017-09-08T04:25:09+00:00,2017-09-08T06:25:09+02:00,20.71
2017-09-08T04:40:09+00:00,2017-09-08T06:40:09+02:00,20.64
2017-09-08T04:55:09+00:00,2017-09-08T06:55:09+02:00,20.64
2017-09-08T05:10:09+00:00,2017-09-08T07:10:09+02:00,20.64
2017-09-08T05:25:09+00:00,2017-09-08T07:25:09+02:00,20.64
2017-09-08T05:40:09+00:00,2017-09-08T07:40:09+02:00,20.64
2017-09-08T05:55:09+00:00,2017-09-08T07:55:09+02:00,20.64
2017-09-08T06:10:09+00:00,2017-09-08T08:10:09+02:00,20.58
2017-09-08T06:25:10+00:00,2017-09-08T08:25:10+02:00,20.58
2017-09-08T06:40:10+00:00,2017-09-08T08:40:10+02:00,20.58
2017-09-08T06:55:10+00:00,2017-09-08T08:55:10+02:00,20.58
2017-09-08T07:10:10+00:00,2017-09-08T09:10:10+02:00,20.58
2017-09-08T07:25:11+00:00,2017-09-08T09:25:11+02:00,20.58
2017-09-08T07:40:11+00:00,2017-09-08T09:40:11+02:00,20.64
2017-09-08T07:55:11+00:00,2017-09-08T09:55:11+02:00,20.64
2017-09-08T08:10:11+00:00,2017-09-08T10:10:11+02:00,20.64
2017-09-08T08:25:11+00:00,2017-09-08T10:25:11+02:00,20.64
2017-09-08T08:40:12+00:00,2017-09-08T10:40:12+02:00,20.64
2017-09-08T08:55:12+00:00,2017-09-08T10:55:12+02:00,20.64
2017-09-08T09:10:13+00:00,2017-09-08T11:10:13+02:00,20.64
2017-09-08T09:25:13+00:00,2017-09-08T11:25:13+02:00,20.64
2017-09-08T09:40:13+00:00,2017-09-08T11:40:13+02:00,20.58
2017-09-08T09:55:14+00:00,2017-09-08T11:55:14+02:00,20.58
2017-09-08T10:10:15+00:00,2017-09-08T12:10:15+02:00,20.58
2017-09-08T10:25:15+00:00,2017-09-08T12:25:15+02:00,20.58
2017-09-08T10:40:15+00:00,2017-09-08T12:40:15+02:00,20.58
2017-09-08T10:55:15+00:00,2017-09-08T12:55:15+02:00,20.58
2017-09-08T11:10:15+00:00,2017-09-08T13:10:15+02:00,20.51
2017-09-08T11:25:15+00:00,2017-09-08T13:25:15+02:00,20.51
2017-09-08T11:40:15+00:00,2017-09-08T13:40:15+02:00,20.51
2017-09-08T11:55:15+00:00,2017-09-08T13:55:15+02:00,20.51
2017-09-08T12:10:15+00:00,2017-09-08T14:10:15+02:00,20.51
2017-09-08T12:25:15+00:00,2017-09-08T14:25:15+02:00,20.51
2017-09-08T12:40:15+00:00,2017-09-08T14:40:15+02:00,20.45
2017-09-08T12:55:17+00:00,2017-09-08T14:55:17+02:00,20.45
2017-09-08T13:10:17+00:00,2017-09-08T15:10:17+02:00,20.45
2017-09-08T13:25:17+00:00,2017-09-08T15:25:17+02:00,20.45
2017-09-08T13:40:19+00:00,2017-09-08T15:40:19+02:00,20.45
2017-09-08T13:55:19+00:00,2017-09-08T15:55:19+02:00,20.45
